Entity,Code,Year,GDP per capita,814479-annotations
Taiwan,TWN,1890,677.20496,
Taiwan,TWN,1900,644.679,
Taiwan,TWN,1913,807,
Taiwan,TWN,1925,1229,
Taiwan,TWN,1929,1249,
Taiwan,TWN,1933,1228,
Taiwan,TWN,1938,1440,
Taiwan,TWN,1950,916,
Taiwan,TWN,1955,1189,
Taiwan,TWN,1960,1353,
Taiwan,TWN,1965,1810,
Taiwan,TWN,1970,2537,
Taiwan,TWN,1975,3522,
Taiwan,TWN,1980,5260,
Taiwan,TWN,1985,6762,
Taiwan,TWN,1990,9938.38,
Taiwan,TWN,1995,13621,
Taiwan,TWN,2000,17413,
Taiwan,TWN,2005,20760,
Taiwan,TWN,2010,25180,
Taiwan,TWN,2015,28164,
Taiwan,TWN,2020,32393.02,
Tajikistan,TJK,1980,3604.5056,
Tajikistan,TJK,1985,3364.8145,
Tajikistan,TJK,1990,3012.8984,
Tajikistan,TJK,1995,1063,
Tajikistan,TJK,2000,1118,
Tajikistan,TJK,2005,1594,
Tajikistan,TJK,2010,1996,
Tajikistan,TJK,2015,2550,
Tajikistan,TJK,2020,3122.0735,
Tanzania,TZA,1870,330.4237,
Tanzania,TZA,1880,337.85757,
Tanzania,TZA,1890,349.80753,
Tanzania,TZA,1900,371.14706,
Tanzania,TZA,1913,370.5778,
Tanzania,TZA,1925,412.33826,
Tanzania,TZA,1929,378.73007,
Tanzania,TZA,1933,334.00644,
Tanzania,TZA,1938,376.33682,
Tanzania,TZA,1950,424,
Tanzania,TZA,1955,460,
Tanzania,TZA,1960,459,
Tanzania,TZA,1965,497,
Tanzania,TZA,1970,568,
Tanzania,TZA,1975,600,
Tanzania,TZA,1980,601,
Tanzania,TZA,1985,529,
Tanzania,TZA,1990,549,
Tanzania,TZA,1995,512,
Tanzania,TZA,2000,554,
Tanzania,TZA,2005,657,
Tanzania,TZA,2010,767,
Tanzania,TZA,2015,927,
Tanzania,TZA,2020,1037.7365,
Thailand,THA,1870,607.9654,
Thailand,THA,1880,689.8233,
Thailand,THA,1890,783.958,
Thailand,THA,1900,808.0644,
Thailand,THA,1913,840.6031,
Thailand,THA,1925,804.958,
Thailand,THA,1929,793.4981,
Thailand,THA,1933,793.4981,
Thailand,THA,1938,826.43524,
Thailand,THA,1950,817.0494,
Thailand,THA,1955,945.0216,
Thailand,THA,1960,1078.2274,
Thailand,THA,1965,1307.8732,
Thailand,THA,1970,1694.2714,
Thailand,THA,1975,1958.7197,
Thailand,THA,1980,2554.2595,
Thailand,THA,1985,3050.1067,
Thailand,THA,1990,4633.101,
Thailand,THA,1995,6528,
Thailand,THA,2000,6436,
Thailand,THA,2005,8103,
Thailand,THA,2010,9506,
Thailand,THA,2015,10768,
Thailand,THA,2020,11407.837,
Togo,TGO,1870,521.73663,
Togo,TGO,1880,486.67902,
Togo,TGO,1890,502.54373,
Togo,TGO,1900,531.8847,
Togo,TGO,1913,524.4647,
Togo,TGO,1925,494.1265,
Togo,TGO,1929,487.24487,
Togo,TGO,1933,418.94992,
Togo,TGO,1938,462.76807,
Togo,TGO,1950,546,
Togo,TGO,1955,590,
Togo,TGO,1960,664,
Togo,TGO,1965,886,
Togo,TGO,1970,1023,
Togo,TGO,1975,976,
Togo,TGO,1980,986,
Togo,TGO,1985,778,
Togo,TGO,1990,800,
Togo,TGO,1995,699,
Togo,TGO,2000,654,
Togo,TGO,2005,606,
Togo,TGO,2010,613,
Togo,TGO,2015,699,
Togo,TGO,2020,767.21173,
Trinidad and Tobago,TTO,1950,3789.6462,
Trinidad and Tobago,TTO,1955,4451.832,
Trinidad and Tobago,TTO,1960,6447.638,
Trinidad and Tobago,TTO,1965,7251.224,
Trinidad and Tobago,TTO,1970,8503.357,
Trinidad and Tobago,TTO,1975,9337.865,
Trinidad and Tobago,TTO,1980,12760.702,
Trinidad and Tobago,TTO,1985,10290.677,
Trinidad and Tobago,TTO,1990,8852.59,
Trinidad and Tobago,TTO,1995,9235.391,
Trinidad and Tobago,TTO,2000,13155.349,
Trinidad and Tobago,TTO,2005,18826.197,
Trinidad and Tobago,TTO,2010,22443.205,
Trinidad and Tobago,TTO,2015,22632.492,
Trinidad and Tobago,TTO,2020,18550.281,
Tunisia,TUN,1870,637.12897,
Tunisia,TUN,1880,711.18164,
Tunisia,TUN,1890,756.9821,
Tunisia,TUN,1900,814.1974,
Tunisia,TUN,1913,882.8877,
Tunisia,TUN,1925,997.33826,
Tunisia,TUN,1929,1080.0344,
Tunisia,TUN,1933,965.1982,
Tunisia,TUN,1938,1044.1858,
Tunisia,TUN,1950,1115,
Tunisia,TUN,1955,1164,
Tunisia,TUN,1960,1343,
Tunisia,TUN,1965,1653,
Tunisia,TUN,1970,1827,
Tunisia,TUN,1975,2446,
Tunisia,TUN,1980,2944,
Tunisia,TUN,1985,3161,
Tunisia,TUN,1990,3335,
Tunisia,TUN,1995,3752,
Tunisia,TUN,2000,4630,
Tunisia,TUN,2005,5448,
Tunisia,TUN,2010,6430,
Tunisia,TUN,2015,6617,
Tunisia,TUN,2020,6140.9297,
Turkey,TUR,1870,824.9809,
Turkey,TUR,1880,850,
Turkey,TUR,1890,986.2006,
Turkey,TUR,1900,1078.2661,
Turkey,TUR,1913,1213,
Turkey,TUR,1925,935.9841,
Turkey,TUR,1929,1213.3289,
Turkey,TUR,1933,1341.6145,
Turkey,TUR,1938,1724.142,
Turkey,TUR,1950,1622.9327,
Turkey,TUR,1955,2092.7273,
Turkey,TUR,1960,2247.465,
Turkey,TUR,1965,2504.1064,
Turkey,TUR,1970,3078.1873,
Turkey,TUR,1975,3894.7888,
Turkey,TUR,1980,4021.6016,
Turkey,TUR,1985,4485.439,
Turkey,TUR,1990,5399.423,
Turkey,TUR,1995,5935,
Turkey,TUR,2000,6734,
Turkey,TUR,2005,7782,
Turkey,TUR,2010,8431,
Turkey,TUR,2015,10014,
Turkey,TUR,2020,10953.276,
Uganda,UGA,1870,463.486,
Uganda,UGA,1880,473.9135,
Uganda,UGA,1890,490.67575,
Uganda,UGA,1900,520.60876,
Uganda,UGA,1913,519.81024,
Uganda,UGA,1925,577.0387,
Uganda,UGA,1929,586.8357,
Uganda,UGA,1933,569.2762,
Uganda,UGA,1938,622.0533,
Uganda,UGA,1950,687,
Uganda,UGA,1955,672,
Uganda,UGA,1960,713,
Uganda,UGA,1965,779,
Uganda,UGA,1970,867,
Uganda,UGA,1975,780,
Uganda,UGA,1980,572,
Uganda,UGA,1985,556,
Uganda,UGA,1990,585,
Uganda,UGA,1995,666,
Uganda,UGA,2000,757,
Uganda,UGA,2005,928,
Uganda,UGA,2010,1178,
Uganda,UGA,2015,1259,
Uganda,UGA,2020,1324.424,
Ukraine,UKR,1980,5312.1943,
Ukraine,UKR,1985,5889.009,
Ukraine,UKR,1990,6026.7007,
Ukraine,UKR,1995,2901,
Ukraine,UKR,2000,2745,
Ukraine,UKR,2005,4155,
Ukraine,UKR,2010,4321,
Ukraine,UKR,2015,3967,
Ukraine,UKR,2020,4388.4795,
United Arab Emirates,ARE,1870,700,
United Arab Emirates,ARE,1880,742.0046,
United Arab Emirates,ARE,1890,786.5297,
United Arab Emirates,ARE,1900,833.7266,
United Arab Emirates,ARE,1913,900,
United Arab Emirates,ARE,1925,936.78687,
United Arab Emirates,ARE,1929,993.0002,
United Arab Emirates,ARE,1933,1071.9343,
United Arab Emirates,ARE,1938,1115.7488,
United Arab Emirates,ARE,1950,15797.558,
United Arab Emirates,ARE,1955,19683.266,
United Arab Emirates,ARE,1960,22432.803,
United Arab Emirates,ARE,1965,26164.283,
United Arab Emirates,ARE,1970,24552.412,
United Arab Emirates,ARE,1975,25465.002,
United Arab Emirates,ARE,1980,27709.371,
United Arab Emirates,ARE,1985,18545.885,
United Arab Emirates,ARE,1990,13960.849,
United Arab Emirates,ARE,1995,12962,
United Arab Emirates,ARE,2000,13416,
United Arab Emirates,ARE,2005,11906,
United Arab Emirates,ARE,2010,7216,
United Arab Emirates,ARE,2015,8260,
United Arab Emirates,ARE,2020,8010.9385,
United Kingdom,GBR,1870,3125.665,
United Kingdom,GBR,1880,3317.5583,
United Kingdom,GBR,1890,3557.7341,
United Kingdom,GBR,1900,3938.411,
United Kingdom,GBR,1913,4386.7866,
United Kingdom,GBR,1925,4219.548,
United Kingdom,GBR,1929,4503.8774,
United Kingdom,GBR,1933,4324.563,
United Kingdom,GBR,1938,5086.3975,
United Kingdom,GBR,1950,5975.606,
United Kingdom,GBR,1955,7143.9116,
United Kingdom,GBR,1960,8063.974,
United Kingdom,GBR,1965,9117.792,
United Kingdom,GBR,1970,10266.05,
United Kingdom,GBR,1975,11217.916,
United Kingdom,GBR,1980,12502.704,
United Kingdom,GBR,1985,13998.605,
United Kingdom,GBR,1990,16429.912,
United Kingdom,GBR,1995,17556.303,
United Kingdom,GBR,2000,20229.07,
United Kingdom,GBR,2005,22656.107,
United Kingdom,GBR,2010,22214.04,
United Kingdom,GBR,2015,23638.023,
United Kingdom,GBR,2020,22395.611,
United States,USA,1870,2444.6436,
United States,USA,1880,3183.955,
United States,USA,1890,3391.8982,
United States,USA,1900,4090.7874,
United States,USA,1913,5300.7295,
United States,USA,1925,6282.419,
United States,USA,1929,6898.722,
United States,USA,1933,4776.9155,
United States,USA,1938,6126.466,
United States,USA,1950,9561.348,
United States,USA,1955,10896.8545,
United States,USA,1960,11328.476,
United States,USA,1965,13418.702,
United States,USA,1970,15029.846,
United States,USA,1975,16283.633,
United States,USA,1980,18577.367,
United States,USA,1985,20717.322,
United States,USA,1990,23200.56,
United States,USA,1995,24637.33,
United States,USA,2000,28701.934,
United States,USA,2005,30841.645,
United States,USA,2010,30491.344,
United States,USA,2015,32678.584,
United States,USA,2020,33425.617,
Uruguay,URY,1870,2106.8389,
Uruguay,URY,1880,2009.2733,
Uruguay,URY,1890,2073.995,
Uruguay,URY,1900,2143.5469,
Uruguay,URY,1913,3197.4492,
Uruguay,URY,1925,3079.5977,
Uruguay,URY,1929,3716.1897,
Uruguay,URY,1933,2656.4912,
Uruguay,URY,1938,3551.0042,
Uruguay,URY,1950,4500.579,
Uruguay,URY,1955,5199.121,
Uruguay,URY,1960,4848.679,
Uruguay,URY,1965,4765.1504,
Uruguay,URY,1970,5110.6963,
Uruguay,URY,1975,5479.451,
Uruguay,URY,1980,6629.619,
Uruguay,URY,1985,5601.3696,
Uruguay,URY,1990,6464.6304,
Uruguay,URY,1995,7562.736,
Uruguay,URY,2000,8151.9204,
Uruguay,URY,2005,8524.838,
Uruguay,URY,2010,11225.81,
Uruguay,URY,2015,13032.675,
Uruguay,URY,2020,12522.598,
Uzbekistan,UZB,1980,4675.5776,
Uzbekistan,UZB,1985,4505.1045,
Uzbekistan,UZB,1990,4260.497,
Uzbekistan,UZB,1995,3077,
Uzbekistan,UZB,2000,3425,
Uzbekistan,UZB,2005,4193,
Uzbekistan,UZB,2010,6010,
Uzbekistan,UZB,2015,8474,
Uzbekistan,UZB,2020,9722.513,
Venezuela,VEN,1870,504.38443,
Venezuela,VEN,1880,640.07605,
Venezuela,VEN,1890,843.8968,
Venezuela,VEN,1900,727.7691,
Venezuela,VEN,1913,1018.7586,
Venezuela,VEN,1925,1909.1101,
Venezuela,VEN,1929,3014.398,
Venezuela,VEN,1933,2524.2285,
Venezuela,VEN,1938,3152.9736,
Venezuela,VEN,1950,5310.2715,
Venezuela,VEN,1955,6592.9697,
Venezuela,VEN,1960,7600.726,
Venezuela,VEN,1965,9008.245,
Venezuela,VEN,1970,9596.272,
Venezuela,VEN,1975,10278.537,
Venezuela,VEN,1980,10213.47,
Venezuela,VEN,1985,8334.339,
Venezuela,VEN,1990,8312.867,
Venezuela,VEN,1995,8856.454,
Venezuela,VEN,2000,8352.653,
Venezuela,VEN,2005,8677.363,
Venezuela,VEN,2010,9623.656,
Venezuela,VEN,2015,9091.494,
Venezuela,VEN,2020,3702.5037,
Vietnam,VNM,1870,505.41412,
Vietnam,VNM,1880,549.8308,
Vietnam,VNM,1890,598.15094,
Vietnam,VNM,1900,650.7175,
Vietnam,VNM,1913,727.1317,
Vietnam,VNM,1925,703.9451,
Vietnam,VNM,1929,696.3817,
Vietnam,VNM,1933,688.8996,
Vietnam,VNM,1938,679.6599,
Vietnam,VNM,1950,658.0758,
Vietnam,VNM,1955,750.08844,
Vietnam,VNM,1960,799.1147,
Vietnam,VNM,1965,876.7426,
Vietnam,VNM,1970,735.02686,
Vietnam,VNM,1975,709.9293,
Vietnam,VNM,1980,757.16,
Vietnam,VNM,1985,923.2512,
Vietnam,VNM,1990,1024.9142,
Vietnam,VNM,1995,1385,
Vietnam,VNM,2000,1805,
Vietnam,VNM,2005,2412,
Vietnam,VNM,2010,3088,
Vietnam,VNM,2015,3907,
Vietnam,VNM,2020,5018.406,
Western Europe (AHDI),,1870,1954.3141,
Western Europe (AHDI),,1880,2152.5046,
Western Europe (AHDI),,1890,2411.5708,
Western Europe (AHDI),,1900,2795.9832,
Western Europe (AHDI),,1913,3341.4026,
Western Europe (AHDI),,1925,3498.3455,
Western Europe (AHDI),,1929,3904.4866,
Western Europe (AHDI),,1933,3567.6443,
Western Europe (AHDI),,1938,4125.2773,
Western Europe (AHDI),,1950,4352.7305,
Western Europe (AHDI),,1955,5531.0273,
Western Europe (AHDI),,1960,6719.735,
Western Europe (AHDI),,1965,8200.019,
Western Europe (AHDI),,1970,9993.314,
Western Europe (AHDI),,1975,11320.125,
Western Europe (AHDI),,1980,13005.929,
Western Europe (AHDI),,1985,13964.337,
Western Europe (AHDI),,1990,15895.852,
Western Europe (AHDI),,1995,16909.035,
Western Europe (AHDI),,2000,19212.96,
Western Europe (AHDI),,2005,20412.854,
Western Europe (AHDI),,2010,20567.203,
Western Europe (AHDI),,2015,21132.588,
Western Europe (AHDI),,2020,20881.086,
Western offshoots (AHDI),,1870,2417.6167,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1880,3122.645,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1890,3366.5662,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1900,4013.7031,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1913,5226.89,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1925,6096.997,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1929,6668.1445,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1933,4674.0015,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1938,5996.615,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1950,9257.455,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1955,10503.093,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1960,10956.332,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1965,12960.791,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1970,14562.708,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1975,15887.853,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1980,18059.096,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1985,20065.637,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1990,22346.027,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,1995,23697.576,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,2000,27592.396,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,2005,29703.465,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,2010,29482.795,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,2015,31518,"United States, Canada, Australia and New Zealand"
Western offshoots (AHDI),,2020,32066.748,"United States, Canada, Australia and New Zealand"
World,OWID_WRL,1870,876.04626,
World,OWID_WRL,1880,978.7606,
World,OWID_WRL,1890,1085.6697,
World,OWID_WRL,1900,1244.7612,
World,OWID_WRL,1913,1503.2572,
World,OWID_WRL,1925,1611.7201,
World,OWID_WRL,1929,1770.3606,
World,OWID_WRL,1933,1556.2504,
World,OWID_WRL,1938,1819.9564,
World,OWID_WRL,1950,2069.0098,
World,OWID_WRL,1955,2435.3713,
World,OWID_WRL,1960,2739.1316,
World,OWID_WRL,1965,3224.4897,
World,OWID_WRL,1970,3718.6995,
World,OWID_WRL,1975,4077.3804,
World,OWID_WRL,1980,4484.8945,
World,OWID_WRL,1985,4685.1963,
World,OWID_WRL,1990,5071.8877,
World,OWID_WRL,1995,5303.3965,
World,OWID_WRL,2000,5911.2705,
World,OWID_WRL,2005,6687.578,
World,OWID_WRL,2010,7505.384,
World,OWID_WRL,2015,8279.423,
World,OWID_WRL,2020,8734.442,
Yemen,YEM,1870,700,
Yemen,YEM,1880,742.0046,
Yemen,YEM,1890,786.5297,
Yemen,YEM,1900,833.7266,
Yemen,YEM,1913,900,
Yemen,YEM,1925,903.62665,
Yemen,YEM,1929,904.8388,
Yemen,YEM,1933,906.05255,
Yemen,YEM,1938,907.572,
Yemen,YEM,1950,911.2311,
Yemen,YEM,1955,941.79047,
Yemen,YEM,1960,963.9419,
Yemen,YEM,1965,996.33093,
Yemen,YEM,1970,1229.9678,
Yemen,YEM,1975,1783.5482,
Yemen,YEM,1980,2290.4546,
Yemen,YEM,1985,2331.8943,
Yemen,YEM,1990,2272.2148,
Yemen,YEM,1995,2402,
Yemen,YEM,2000,2650,
Yemen,YEM,2005,2826,
Yemen,YEM,2010,3036,
Yemen,YEM,2015,1795,
Yemen,YEM,2020,1759.2041,
Zambia,ZMB,1870,300,
Zambia,ZMB,1880,300,
Zambia,ZMB,1890,300,
Zambia,ZMB,1900,300,
Zambia,ZMB,1913,346.8652,
Zambia,ZMB,1925,310.97452,
Zambia,ZMB,1929,332.74023,
Zambia,ZMB,1933,428.46185,
Zambia,ZMB,1938,615.2014,
Zambia,ZMB,1950,661,
Zambia,ZMB,1955,736,
Zambia,ZMB,1960,960,
Zambia,ZMB,1965,1147,
Zambia,ZMB,1970,1073,
Zambia,ZMB,1975,1041,
Zambia,ZMB,1980,911,
Zambia,ZMB,1985,784,
Zambia,ZMB,1990,806,
Zambia,ZMB,1995,637,
Zambia,ZMB,2000,663,
Zambia,ZMB,2005,786,
Zambia,ZMB,2010,1040,
Zambia,ZMB,2015,1158,
Zambia,ZMB,2020,1102.266,
Zimbabwe,ZWE,1870,300,
Zimbabwe,ZWE,1880,300,
Zimbabwe,ZWE,1890,300,
Zimbabwe,ZWE,1900,400,
Zimbabwe,ZWE,1913,811.8487,
Zimbabwe,ZWE,1925,727.84546,
Zimbabwe,ZWE,1929,778.7888,
Zimbabwe,ZWE,1933,710.20135,
Zimbabwe,ZWE,1938,902.60736,
Zimbabwe,ZWE,1950,701,
Zimbabwe,ZWE,1955,808,
Zimbabwe,ZWE,1960,938,
Zimbabwe,ZWE,1965,984,
Zimbabwe,ZWE,1970,1282,
Zimbabwe,ZWE,1975,1402,
Zimbabwe,ZWE,1980,1295,
Zimbabwe,ZWE,1985,1335,
Zimbabwe,ZWE,1990,1355,
Zimbabwe,ZWE,1995,1309,
Zimbabwe,ZWE,2000,1366,
Zimbabwe,ZWE,2005,917,
Zimbabwe,ZWE,2010,853,
Zimbabwe,ZWE,2015,948,
Zimbabwe,ZWE,2020,857.43195,
